Date,SST_Celsius,DHW
2023-01-01,27.487897407907447,0.0
2023-01-02,27.43796812684629,0.0
2023-01-03,27.673515102273,0.0
2023-01-04,27.60905716381264,0.0
2023-01-05,27.757795301064927,0.0
2023-01-06,27.71266174274676,0.0
2023-01-07,27.414027912484386,0.0
2023-01-08,27.393533722122843,0.0
2023-01-09,27.39699478390481,0.0
2023-01-10,27.723578769362945,0.0
2023-01-11,27.538148313040367,0.0
2023-01-12,27.62846240205024,0.0
2023-01-13,27.44623940653711,0.0
2023-01-14,27.568424314802524,0.0
2023-01-15,27.364586474816974,0.0
2023-01-16,27.43792391779253,0.0
2023-01-17,27.569335121290628,0.0
2023-01-18,27.69767600991185,0.0
2023-01-19,27.546458198018183,0.0
2023-01-20,27.507675170438244,0.0
2023-01-21,27.643420450893554,0.0
2023-01-22,27.42216059799632,0.0
2023-01-23,27.58967633624652,0.0
2023-01-24,27.80067107391373,0.0
2023-01-25,27.555077238606305,0.0
2023-01-26,27.64861513956228,0.0
2023-01-27,27.47708052281248,0.0
2023-01-28,27.61273088047352,0.0
2023-01-29,27.902181628536063,0.0
2023-01-30,27.54179303368578,0.0
2023-01-31,27.633664638693062,0.0
2023-02-01,27.761757265959712,0.0
2023-02-02,27.81516621941219,0.0
2023-02-03,27.79555111358938,0.0
2023-02-04,27.504264968871414,0.0
2023-02-05,27.7259678580546,0.0
2023-02-06,27.711885621773785,0.0
2023-02-07,27.76774803243862,0.0
2023-02-08,27.78241989981096,0.0
2023-02-09,27.72834051823544,0.0
2023-02-10,27.58192321607829,0.0
2023-02-11,27.5812335962665,0.0
2023-02-12,27.73453494417661,0.0
2023-02-13,27.85172619971092,0.0
2023-02-14,27.659273891148164,0.0
2023-02-15,27.848198533262654,0.0
2023-02-16,27.823047012737145,0.0
2023-02-17,27.85032392358396,0.0
2023-02-18,27.944122157484365,0.0
2023-02-19,27.99355838968517,0.0
2023-02-20,27.918608560165357,0.0
2023-02-21,27.957899217071358,0.0
2023-02-22,27.935373766396108,0.0
2023-02-23,27.997519235644454,0.0
2023-02-24,28.103213834997515,0.0
2023-02-25,27.83926547867213,0.0
2023-02-26,27.99227814073985,0.0
2023-02-27,27.96963104332793,0.0
2023-02-28,27.997347922363986,0.0
2023-03-01,27.991786664913544,0.0
2023-03-02,28.00193870202699,0.0
2023-03-03,28.08678511975171,0.0
2023-03-04,28.156323236462555,0.0
2023-03-05,27.805361617420317,0.0
2023-03-06,28.086076030711137,0.0
2023-03-07,28.169551278619384,0.0
2023-03-08,28.231907446162054,0.0
2023-03-09,28.184119884859467,0.0
2023-03-10,28.244158291664164,0.0
2023-03-11,28.3010296833296,0.0
2023-03-12,28.01118744174064,0.0
2023-03-13,28.269538938450584,0.0
2023-03-14,28.38882088055892,0.0
2023-03-15,28.38395078568231,0.0
2023-03-16,28.352665043500743,0.0
2023-03-17,28.511127054622264,0.0
2023-03-18,28.35599562847861,0.0
2023-03-19,28.465981167826406,0.0
2023-03-20,28.66352476668277,0.0
2023-03-21,28.55139561356139,0.0
2023-03-22,28.55191985281944,0.0
2023-03-23,28.66870790001557,0.0
2023-03-24,28.4944195696073,0.0
2023-03-25,28.47925984700525,0.0
2023-03-26,28.830514121827136,0.0
2023-03-27,29.06240465551636,0.0
2023-03-28,28.74624518525324,0.0
2023-03-29,28.944355298972145,0.0
2023-03-30,28.81295865634835,0.0
2023-03-31,29.052640658988157,0.0
2023-04-01,29.004390916040386,0.0
2023-04-02,28.883434019672592,0.0
2023-04-03,29.20784470807502,0.0
2023-04-04,29.23218667874978,0.0
2023-04-05,29.43021630787107,0.0
2023-04-06,29.292532124405938,0.0
2023-04-07,29.231785454269232,0.0
2023-04-08,29.277300502767844,0.0
2023-04-09,29.389140569056725,0.0
2023-04-10,29.58402005908225,0.0
2023-04-11,29.357667568138503,0.0
2023-04-12,29.45682525378473,0.0
2023-04-13,29.46698374276052,0.0
2023-04-14,29.622464741033472,0.0
2023-04-15,29.60269346309661,0.0
2023-04-16,29.6725096902735,0.0
2023-04-17,29.89561035198432,0.0
2023-04-18,29.858259665769392,0.0
2023-04-19,29.80077701924367,0.0
2023-04-20,29.949069180404283,0.0
2023-04-21,30.165683853590014,0.0
2023-04-22,30.06125321456753,0.0
2023-04-23,30.36576792499608,0.0
2023-04-24,30.594854967824133,0.1564078525463048
2023-04-25,30.292193492216605,0.0
2023-04-26,30.17079800344736,0.0
2023-04-27,30.21317593662588,0.0
2023-04-28,30.438365950162638,0.0
2023-04-29,30.488455370579835,0.0
2023-04-30,30.635070192367053,0.16215288462386468
2023-05-01,30.74943776612785,0.34064399407070056
2023-05-02,30.754154256576896,0.5198088878674001
2023-05-03,31.03990970009866,0.7397959878814946
2023-05-04,30.71044661485802,0.9127169328612119
2023-05-05,30.79418597970537,1.0976006442476935
2023-05-06,30.807872354618443,1.2844395520503282
2023-05-07,30.87664643857449,1.481103328989541
2023-05-08,30.79896579601226,1.666669871277007
2023-05-09,30.79254605192879,1.8513193072668344
2023-05-10,30.84060662377512,2.0428345392347085
2023-05-11,30.92676384333182,2.2466579454249684
2023-05-12,30.945224810281854,2.4531186326080903
2023-05-13,31.064828353568377,2.6766655402607156
2023-05-14,31.037056110265755,2.8962449845843947
2023-05-15,30.95396995124632,3.1039549776195834
2023-05-16,31.23142050199785,3.351300763619276
2023-05-17,30.9101163691292,3.5527459592091617
2023-05-18,31.23927530556993,3.8012138600048657
2023-05-19,31.11345640988534,4.031707632845629
2023-05-20,31.072269411105395,4.256317548717829
2023-05-21,31.117369377416196,4.487370316920142
2023-05-22,30.93382255757251,4.692202110859072
2023-05-23,31.098029540527552,4.920492045220151
2023-05-24,30.89362591159533,5.1195814611623405
2023-05-25,30.937571617907693,5.324948835149153
2023-05-26,31.00196108403449,5.539514704296938
2023-05-27,31.04766090584013,5.760609119416956
2023-05-28,31.05084398148927,5.982158259629709
2023-05-29,31.10069632773085,6.210829163591259
2023-05-30,30.912487379126443,6.412613074895036
2023-05-31,30.670557569677257,6.57983558484893
2023-06-01,30.859465434972257,6.77404493270211
2023-06-02,30.641964280376524,6.937182687041614
2023-06-03,30.741740792132717,7.114574228774859
2023-06-04,30.73315310425078,7.2907389579535415
2023-06-05,30.797494645673257,7.476095335906864
2023-06-06,30.75450247433531,7.655309975097623
2023-06-07,30.61941413433725,7.815226280002944
2023-06-08,30.56663007268288,7.967602004671927
2023-06-09,30.74639318645508,8.14565817416551
2023-06-10,30.737840054102183,8.32249246760868
2023-06-11,30.809598601557237,8.509577982116856
2023-06-12,30.719772542557152,8.683831202482162
2023-06-13,30.87057451005572,8.87962756106155
2023-06-14,30.41321226192546,8.37962756106155
2023-06-15,30.72145901037804,8.55412170540127
2023-06-16,30.56732310416372,8.706596434567516
