date,sst_celsius,dhw,blue,green,red,nir
2023-01-17,27.569335121290628,0.0,,,,
2023-01-17,27.58576970960231,0.0,,,,
2023-01-18,27.69767600991185,0.0,,,,
2023-01-18,27.30375183768992,0.0,,,,
2023-01-19,27.546458198018183,0.0,,,,
2023-01-19,27.38742094871836,0.0,,,,
2023-01-20,27.274724390300378,0.0,,,,
2023-01-20,27.507675170438244,0.0,,,,
2023-01-21,27.33324627323242,0.0,,,,
2023-01-21,27.643420450893554,0.0,,,,
2023-01-22,27.42216059799632,0.0,,,,
2023-01-22,27.41358831649012,0.0,,,,
2023-01-23,27.58967633624652,0.0,,,,
2023-01-23,27.462525782697448,0.0,,,,
2023-01-24,27.542685875899807,0.0,,,,
2023-01-24,27.80067107391373,0.0,,,,
2023-01-25,27.555077238606305,0.0,,,,
2023-01-25,27.62798847082631,0.0,,,,
2023-01-26,27.64861513956228,0.0,0.057,0.0474,0.0196,0.012
2023-01-26,27.78595967547598,0.0,0.057,0.0474,0.0196,0.012
2023-01-27,27.949693905917268,0.0,,,,
2023-01-27,27.47708052281248,0.0,,,,
2023-01-28,27.61273088047352,0.0,,,,
2023-01-28,27.2078509074197,0.0,,,,
2023-01-29,27.902181628536063,0.0,,,,
2023-01-29,27.48509396469581,0.0,,,,
2023-01-30,27.54179303368578,0.0,,,,
2023-01-30,27.561821394408963,0.0,,,,
2023-01-31,27.633664638693062,0.0,0.0526,0.038,0.0143,0.0088
2023-01-31,27.633664638693062,0.0,0.0603,0.0448,0.0202,0.0133
2023-01-31,27.78574291770131,0.0,0.0526,0.038,0.0143,0.0088
2023-01-31,27.78574291770131,0.0,0.0603,0.0448,0.0202,0.0133
2023-02-01,27.588773602571752,0.0,,,,
2023-02-01,27.761757265959712,0.0,,,,
2023-02-02,27.81516621941219,0.0,,,,
2023-02-02,27.627626055577167,0.0,,,,
2023-02-03,27.39858610344245,0.0,,,,
2023-02-03,27.79555111358938,0.0,,,,
2023-02-04,27.708277441901505,0.0,,,,
2023-02-04,27.50426496887141,0.0,,,,
2023-02-05,27.643756491644464,0.0,,,,
2023-02-05,27.7259678580546,0.0,,,,
2023-02-06,27.65059059677132,0.0,,,,
2023-02-06,27.711885621773785,0.0,,,,
2023-02-07,27.76774803243862,0.0,,,,
2023-02-07,27.733156678843425,0.0,,,,
2023-02-08,27.78241989981096,0.0,,,,
2023-02-08,27.64837973724812,0.0,,,,
2023-02-09,27.72834051823544,0.0,,,,
2023-02-09,27.93105567150108,0.0,,,,
2023-02-10,27.58192321607829,0.0,,,,
2023-02-10,27.81215452222457,0.0,,,,
2023-02-11,27.88828293200936,0.0,,,,
2023-02-11,27.5812335962665,0.0,,,,
2023-02-12,27.459678960297733,0.0,,,,
2023-02-12,27.73453494417661,0.0,,,,
2023-02-13,27.85172619971092,0.0,,,,
2023-02-13,27.912922095866133,0.0,,,,
2023-02-14,27.659273891148164,0.0,,,,
2023-02-14,27.842341536920383,0.0,,,,
2023-02-15,27.829359062115493,0.0,,,,
2023-02-15,27.848198533262654,0.0,,,,
2023-02-16,27.82849361758575,0.0,,,,
2023-02-16,27.823047012737145,0.0,,,,
2023-02-17,27.85032392358396,0.0,,,,
2023-02-17,27.68326332361139,0.0,,,,
2023-02-18,27.944122157484365,0.0,,,,
2023-02-18,28.02045886467868,0.0,,,,
2023-02-19,27.99355838968517,0.0,,,,
2023-02-19,27.738319760537493,0.0,,,,
2023-02-20,27.91860856016536,0.0,,,,
2023-02-20,27.900558104995127,0.0,,,,
2023-02-21,27.95789921707136,0.0,,,,
2023-02-21,27.725050253637708,0.0,,,,
2023-02-22,27.935373766396108,0.0,,,,
2023-02-22,27.814033505357045,0.0,,,,
2023-02-23,27.997519235644454,0.0,,,,
2023-02-23,27.998659431592632,0.0,,,,
2023-02-24,28.103213834997515,0.0,,,,
2023-02-24,27.870797533485074,0.0,,,,
2023-02-25,28.411305881948177,0.0,0.136,0.1072,0.0656,0.0084
2023-02-25,27.83926547867213,0.0,0.136,0.1072,0.0656,0.0084
2023-02-26,27.896563734739704,0.0,,,,
2023-02-26,27.99227814073985,0.0,,,,
2023-02-27,27.96963104332793,0.0,,,,
2023-02-27,28.256430744448988,0.0,,,,
2023-02-28,27.997347922363986,0.0,,,,
2023-02-28,28.060345618840213,0.0,,,,
2023-03-01,27.991786664913544,0.0,,,,
2023-03-01,28.20465954706541,0.0,,,,
2023-03-02,28.00193870202699,0.0,,,,
2023-03-02,28.12098052948801,0.0,,,,
2023-03-03,27.818325040492624,0.0,,,,
2023-03-03,28.08678511975171,0.0,,,,
2023-03-04,28.156323236462555,0.0,,,,
2023-03-04,28.0723996216192,0.0,,,,
2023-03-05,28.201651173447395,0.0,,,,
2023-03-05,27.80536161742032,0.0,,,,
2023-03-06,28.086076030711137,0.0,,,,
2023-03-06,28.37699501961514,0.0,,,,
2023-03-07,28.169551278619384,0.0,0.073,0.0706,0.0454,0.0302
2023-03-07,28.169551278619384,0.0,0.071,0.0691,0.0448,0.0296
2023-03-07,28.010427207458285,0.0,0.073,0.0706,0.0454,0.0302
2023-03-07,28.010427207458285,0.0,0.071,0.0691,0.0448,0.0296
2023-03-08,28.23861632487385,0.0,,,,
2023-03-08,28.23190744616205,0.0,,,,
2023-03-09,28.80339323615325,0.0,,,,
2023-03-09,28.184119884859467,0.0,,,,
2023-03-10,28.244158291664164,0.0,,,,
2023-03-10,27.97088888833732,0.0,,,,
2023-03-11,28.381205704703973,0.0,,,,
2023-03-11,28.3010296833296,0.0,,,,
2023-03-12,28.39241959940756,0.0,,,,
2023-03-12,28.01118744174064,0.0,,,,
2023-03-13,28.163358687890447,0.0,,,,
2023-03-13,28.269538938450584,0.0,,,,
2023-03-14,28.425615543437424,0.0,,,,
2023-03-14,28.38882088055892,0.0,,,,
2023-03-15,28.38395078568231,0.0,,,,
2023-03-15,28.21823808836939,0.0,,,,
2023-03-16,28.352665043500743,0.0,,,,
2023-03-16,28.328229179012453,0.0,,,,
2023-03-17,28.472621334687467,0.0,0.077,0.0772,0.0652,0.0581
2023-03-17,28.511127054622264,0.0,0.077,0.0772,0.0652,0.0581
2023-03-18,28.46725498731992,0.0,,,,
2023-03-18,28.35599562847861,0.0,,,,
2023-03-19,28.357525281441387,0.0,,,,
2023-03-19,28.465981167826406,0.0,,,,
2023-03-20,28.66352476668277,0.0,,,,
2023-03-20,28.353874060018168,0.0,,,,
2023-03-21,28.71531550693765,0.0,,,,
2023-03-21,28.55139561356139,0.0,,,,
2023-03-22,28.55191985281944,0.0,0.0911,0.0871,0.0728,0.0714
2023-03-22,28.57245545740461,0.0,0.0911,0.0871,0.0728,0.0714
2023-03-23,28.648063688650325,0.0,,,,
2023-03-23,28.66870790001557,0.0,,,,
2023-03-24,28.686761459582925,0.0,,,,
2023-03-24,28.4944195696073,0.0,,,,
2023-03-25,29.101489451687712,0.0,,,,
2023-03-25,28.47925984700525,0.0,,,,
2023-03-26,28.830514121827136,0.0,,,,
2023-03-26,28.90427818981545,0.0,,,,
2023-03-27,28.88897287552296,0.0,0.0996,0.097,0.0876,0.088
2023-03-27,28.88897287552296,0.0,0.1098,0.1028,0.0922,0.088
2023-03-27,29.06240465551636,0.0,0.0996,0.097,0.0876,0.088
2023-03-27,29.06240465551636,0.0,0.1098,0.1028,0.0922,0.088
2023-03-28,28.74624518525324,0.0,,,,
2023-03-28,29.0608503268172,0.0,,,,
2023-03-29,28.944355298972145,0.0,,,,
2023-03-29,28.777106635150208,0.0,,,,
2023-03-30,28.81295865634835,0.0,,,,
2023-03-30,28.676303448898523,0.0,,,,
2023-03-31,29.05264065898816,0.0,,,,
2023-03-31,29.25619506090907,0.0,,,,
2023-04-01,29.004390916040386,0.0,0.1626,0.1524,0.1376,0.14
2023-04-01,28.625001441861787,0.0,0.1626,0.1524,0.1376,0.14
2023-04-02,28.972171238002083,0.0,,,,
2023-04-02,28.883434019672592,0.0,,,,
2023-04-03,29.346406780386744,0.0,,,,
2023-04-03,29.20784470807502,0.0,,,,
2023-04-04,29.23218667874978,0.0,,,,
2023-04-04,29.16058831545471,0.0,,,,
2023-04-05,29.138374713718544,0.0,,,,
2023-04-05,29.43021630787107,0.0,,,,
2023-04-06,29.292532124405938,0.0,0.1244,0.1306,0.1146,0.1202
2023-04-06,28.74642742291537,0.0,0.1244,0.1306,0.1146,0.1202
2023-04-07,29.231785454269232,0.0,,,,
2023-04-07,28.79577848843681,0.0,,,,
2023-04-08,29.30466583558057,0.0,,,,
2023-04-08,29.277300502767844,0.0,,,,
2023-04-09,29.389140569056725,0.0,,,,
2023-04-09,29.324964014087925,0.0,,,,
2023-04-10,29.291655791160423,0.0,,,,
2023-04-10,29.58402005908225,0.0,,,,
2023-04-11,29.357667568138503,0.0,,,,
2023-04-11,29.460701534831163,0.0,,,,
2023-04-12,29.375389712672835,0.0,,,,
2023-04-12,29.45682525378473,0.0,,,,
2023-04-13,29.46698374276052,0.0,,,,
2023-04-13,29.51660182802372,0.0,,,,
2023-04-14,29.622464741033472,0.0,,,,
2023-04-14,29.462419648476583,0.0,,,,
2023-04-15,29.60269346309661,0.0,,,,
2023-04-15,29.28228282261017,0.0,,,,
2023-04-16,29.553917846597496,0.0,,,,
2023-04-16,29.6725096902735,0.0,,,,
2023-04-17,29.666454287146014,0.0,,,,
2023-04-17,29.89561035198432,0.0,,,,
2023-04-18,29.858259665769392,0.0,,,,
2023-04-18,29.667222979617875,0.0,,,,
2023-04-19,29.8065986836528,0.0,,,,
2023-04-19,29.80077701924367,0.0,,,,
2023-04-20,29.949069180404283,0.0,,,,
2023-04-20,29.83183253598313,0.0,,,,
2023-04-21,29.81411653000013,0.0,0.0996,0.1032,0.0916,0.097
2023-04-21,29.81411653000013,0.0,0.0979,0.1019,0.0908,0.0965
2023-04-21,30.16568385359001,0.0,0.0996,0.1032,0.0916,0.097
2023-04-21,30.16568385359001,0.0,0.0979,0.1019,0.0908,0.0965
2023-04-22,29.81843744809189,0.0,,,,
2023-04-22,30.06125321456753,0.0,,,,
2023-04-23,30.36576792499608,0.0,,,,
2023-04-23,29.81443444594335,0.0,,,,
2023-04-24,30.594854967824133,0.1564078525463048,,,,
2023-04-24,30.01342032033413,0.0,,,,
2023-04-25,30.26407745019179,0.0,,,,
2023-04-25,30.292193492216605,0.0,,,,
2023-04-26,30.17079800344736,0.0,,,,
2023-04-26,29.97069451261797,0.0,,,,
2023-04-27,30.28516004511676,0.0,,,,
2023-04-27,30.21317593662588,0.0,,,,
2023-04-28,30.43836595016264,0.0,,,,
2023-04-28,29.946539292686065,0.0,,,,
2023-04-29,30.488455370579835,0.0,,,,
2023-04-29,30.305232576640613,0.0,,,,
2023-04-30,30.143310149209167,0.0,,,,
2023-04-30,30.635070192367053,0.1621528846238646,,,,
2023-05-01,30.208791030875467,0.0,,,,
2023-05-01,30.74943776612785,0.3406439940707005,,,,
2023-05-02,30.392059592459955,0.0,,,,
2023-05-02,30.754154256576896,0.5198088878674001,,,,
2023-05-03,30.236531919870124,0.0,,,,
2023-05-03,31.03990970009866,0.7397959878814946,,,,
2023-05-04,30.38629645040592,0.0,,,,
2023-05-04,30.71044661485802,0.912716932861212,,,,
2023-05-05,30.79418597970537,1.0976006442476935,,,,
2023-05-05,30.211458812682885,0.0,,,,
2023-05-06,30.807872354618443,1.2844395520503282,0.1452,0.1424,0.1166,0.1144
2023-05-06,30.402382659499214,0.0,0.1452,0.1424,0.1166,0.1144
2023-05-07,30.87664643857449,1.481103328989541,,,,
2023-05-07,30.52632374517115,0.146617677881593,,,,
2023-05-08,30.48950479255878,0.0,,,,
2023-05-08,30.79896579601226,1.666669871277007,,,,
2023-05-09,30.490099586934527,0.0,,,,
2023-05-09,30.79254605192879,1.8513193072668344,,,,
2023-05-10,30.9417982408398,0.2059711772628283,,,,
2023-05-10,30.84060662377512,2.0428345392347085,,,,
2023-05-11,30.75819999237332,0.3857140333161588,,,,
2023-05-11,30.92676384333182,2.2466579454249684,,,,
2023-05-12,30.89044438315036,0.5843489451947812,,,,
2023-05-12,30.945224810281854,2.4531186326080903,,,,
2023-05-13,30.836873066330813,0.7753308118134689,,,,
2023-05-13,31.064828353568377,2.676665540260716,,,,
2023-05-14,31.181597804292043,1.015559069569475,,,,
2023-05-14,31.037056110265755,2.8962449845843947,,,,
2023-05-15,30.96570554406071,1.2249455758638623,,,,
2023-05-15,30.95396995124632,3.1039549776195834,,,,
2023-05-16,30.96914072745498,1.4348228226431454,,,,
2023-05-16,31.23142050199785,3.351300763619276,,,,
2023-05-17,30.98154359531792,1.6464719076885626,,,,
2023-05-17,30.9101163691292,3.5527459592091617,,,,
2023-05-18,31.16102535041381,1.883761243461964,,,,
2023-05-18,31.23927530556993,3.8012138600048657,,,,
2023-05-19,31.137005604842336,2.117619187010869,,,,
2023-05-19,31.11345640988534,4.031707632845629,,,,
2023-05-20,31.02929043159208,2.3360892486668794,,,,
2023-05-20,31.072269411105395,4.256317548717829,,,,
2023-05-21,31.17549883669142,2.5754462253370822,0.1324,0.1378,0.1244,0.1094
2023-05-21,31.17549883669142,2.5754462253370822,0.1366,0.1406,0.1254,0.1102
2023-05-21,31.1173693774162,4.487370316920142,0.1324,0.1378,0.1244,0.1094
2023-05-21,31.1173693774162,4.487370316920142,0.1366,0.1406,0.1254,0.1102
2023-05-22,31.09509239791874,2.8033165678969025,,,,
2023-05-22,30.93382255757251,4.692202110859072,,,,
2023-05-23,31.098029540527552,4.920492045220151,,,,
2023-05-23,31.39255783624493,3.073681973074749,,,,
2023-05-24,30.89362591159533,5.1195814611623405,,,,
2023-05-24,31.05879723408276,3.2963672922294283,,,,
2023-05-25,31.31914275783049,3.556244829062356,,,,
2023-05-25,30.937571617907693,5.324948835149153,,,,
2023-05-26,31.00196108403449,5.539514704296938,0.107,0.1138,0.1072,0.0872
2023-05-26,31.17145345887296,3.7950238946156354,0.107,0.1138,0.1072,0.0872
2023-05-27,31.04766090584013,5.760609119416956,,,,
2023-05-27,31.21440411807444,4.0399387686262695,,,,
2023-05-28,31.05084398148927,5.982158259629709,,,,
2023-05-28,31.394091119868207,4.310523214321727,,,,
2023-05-29,31.14585428226424,4.545645254645191,,,,
2023-05-29,31.10069632773085,6.210829163591259,,,,
2023-05-30,31.340876126228107,4.808627558392063,,,,
2023-05-30,30.912487379126443,6.412613074895036,,,,
2023-05-31,31.146227169500253,5.043802868320671,,,,
2023-05-31,30.670557569677257,6.57983558484893,,,,
2023-06-01,30.859465434972257,6.77404493270211,,,,
2023-06-01,31.39612516392035,5.314677891737864,,,,
2023-06-02,31.66524540994568,5.623998664587246,,,,
2023-06-02,30.641964280376524,6.937182687041614,,,,
2023-06-03,30.74174079213272,7.114574228774859,,,,
2023-06-03,31.382370670135305,5.892908760320861,,,,
2023-06-04,31.49846301354989,6.178403476542274,,,,
2023-06-04,30.73315310425078,7.290738957953541,,,,
2023-06-05,30.797494645673257,7.476095335906864,,,,
2023-06-05,31.359928323833387,6.444107522804186,,,,
2023-06-06,30.75450247433531,7.655309975097623,,,,
2023-06-06,31.316679797505248,6.703633208162079,,,,
2023-06-07,31.507421206549303,6.99040766624055,,,,
2023-06-07,30.61941413433725,7.815226280002944,,,,
2023-06-08,30.56663007268288,7.967602004671927,,,,
2023-06-08,31.55959013348978,7.284634828167662,,,,
2023-06-09,30.74639318645508,8.14565817416551,,,,
2023-06-09,31.30140212585967,7.541977989004758,,,,
2023-06-10,30.737840054102183,8.32249246760868,,,,
2023-06-10,31.30823378636615,7.800297101342779,,,,
2023-06-11,30.80959860155724,8.509577982116856,,,,
2023-06-11,31.4050276834571,8.072443913265221,,,,
2023-06-12,31.48174344987105,8.355550120389656,,,,
2023-06-12,30.719772542557152,8.683831202482162,,,,
2023-06-13,31.72505358827368,8.673414918714467,,,,
2023-06-13,30.87057451005572,8.87962756106155,,,,
2023-06-14,30.41321226192546,8.37962756106155,,,,
2023-06-14,31.22026611155928,8.919167220365791,,,,
2023-06-15,31.51578969352889,9.207137176584204,,,,
2023-06-15,30.72145901037804,8.55412170540127,,,,
2023-06-16,31.35683284368708,9.472399011396645,,,,
2023-06-16,30.56732310416372,8.706596434567516,,,,
2023-06-17,31.57894665862374,9.769391391200037,,,,
2023-06-17,30.622018500217845,8.866884791741493,,,,
2023-06-18,30.48347521144867,8.366884791741493,,,,
2023-06-18,31.415721854199457,10.043065941799956,,,,
2023-06-19,30.46604537848841,7.866884791741493,,,,
2023-06-19,31.4286088843255,10.3185814967036,,,,
2023-06-20,31.333126436337817,10.580456701894718,,,,
2023-06-20,30.60838594285657,8.025225640721002,,,,
2023-06-21,30.622516158248366,8.185585091899341,,,,
2023-06-21,31.375822239977943,10.848431307605852,,,,
2023-06-22,30.54088967797632,8.33428361732453,,,,
2023-06-22,31.31945314596065,11.108353185600231,,,,
2023-06-23,30.623340058184866,8.494760768493796,,,,
2023-06-23,31.50904191379053,11.395359173284596,,,,
2023-06-24,31.635023646474355,11.70036255135236,,,,
2023-06-24,30.36546494575698,7.994760768493796,,,,
2023-06-25,30.588049936179083,8.150196473662236,,,,
2023-06-25,31.22640315333663,11.946991573257591,,,,
2023-06-26,31.03100888909558,12.165707128842676,,,,
2023-06-26,30.47063557090673,7.650196473662236,,,,
2023-06-27,30.54180739286977,7.79902610121506,,,,
2023-06-27,31.105741546848392,12.395098778392446,,,,
2023-06-28,31.39391824959809,12.665658528335031,,,,
2023-06-28,30.556906205019608,7.950012701932147,,,,
2023-06-29,30.50520093496988,8.093612835499274,,,,
2023-06-29,31.25558064673888,12.916455763583444,,,,
2023-06-30,30.85721092954864,13.110343039233248,,,,
2023-06-30,30.461990160996105,7.593612835499274,,,,
2023-07-01,30.588880122398624,7.749167138699077,,,,
2023-07-01,31.193643932184123,13.352292172402407,,,,
2023-07-02,30.52056106068784,7.894961575940197,,,,
2023-07-02,31.268687501529342,13.60496181547803,,,,
2023-07-03,31.14704955164375,13.840254608569994,,,,
2023-07-03,30.595713029823287,8.051492008772096,,,,
2023-07-04,30.31104529215132,7.551492008772096,,,,
2023-07-04,31.63568509528957,14.145352479325648,,,,
2023-07-05,30.972961887624976,14.355775606129216,0.093,0.1042,0.0947,0.0836
2023-07-05,30.40164948631335,7.051492008772096,0.093,0.1042,0.0947,0.0836
2023-07-06,30.85427145902639,14.5492429574187,,,,
2023-07-06,30.684096838015627,7.220648699917185,,,,
2023-07-07,30.61037828953193,7.379274169850318,,,,
2023-07-07,31.04335972429369,14.769722918032086,,,,
2023-07-08,30.55498295156581,7.529986020074006,,,,
2023-07-08,31.1828511195776,15.010130220828886,,,,
2023-07-09,31.030809398124752,15.22881727770385,,,,
2023-07-09,30.589723298874016,7.685660777056008,,,,
2023-07-10,31.15834232309963,15.46572332386094,,,,
2023-07-10,30.55353978312749,7.836166460359935,,,,
2023-07-11,30.864306223746105,15.660624212967528,,,,
2023-07-11,30.35487692661604,7.336166460359935,,,,
2023-07-12,30.92974841798652,15.8648739869656,,,,
2023-07-12,30.517613346797106,7.481539795616665,,,,
2023-07-13,31.21870375730104,16.11040309515146,,,,
2023-07-13,30.675271092080905,7.649435665913937,,,,
2023-07-14,30.62638513936133,16.271315257917365,,,,
2023-07-14,30.57308386799568,7.802733361341891,,,,
2023-07-15,30.588120667111426,7.958179170929238,,,,
2023-07-15,30.69115157999824,16.441479769345683,,,,
2023-07-16,30.32447376155677,7.458179170929238,,,,
2023-07-16,30.819846481761985,16.63002926674025,,,,
2023-07-17,30.78080521132435,16.813001439786586,,,,
2023-07-17,30.500465929603727,7.601102875158342,,,,
2023-07-18,30.485823253955218,7.101102875158342,,,,
2023-07-18,30.63969091679217,16.975814427899753,,,,
2023-07-19,30.39940229992543,6.601102875158342,,,,
2023-07-19,30.235503114671303,16.475814427899753,,,,
2023-07-20,30.54598092904405,6.750528722164635,,,,
2023-07-20,30.74371694158861,16.653488276698127,,,,
2023-07-21,30.75502605959523,16.83277771378316,,,,
2023-07-21,30.52735546331668,6.897293788352732,,,,
2023-07-22,30.559710300896644,7.0486809741951095,,,,
2023-07-22,30.577180114209824,16.986660587241705,,,,
2023-07-23,30.440189097591897,6.5486809741951095,,,,
2023-07-23,30.86202704687263,17.181235879652082,,,,
2023-07-24,30.45917511576324,6.0486809741951095,,,,
2023-07-24,30.72929662656335,17.356849683446846,,,,
2023-07-25,30.423211071119336,5.5486809741951095,,,,
2023-07-25,30.53458035320247,17.504646876761484,,,,
2023-07-26,30.466200954724748,5.0486809741951095,,,,
2023-07-26,30.85844802306334,17.698710880056247,,,,
2023-07-27,30.73064844101089,17.87451780020066,,,,
2023-07-27,30.35656674144718,4.5486809741951095,,,,
2023-07-28,30.3175823677178,4.0486809741951095,,,,
2023-07-28,30.77513182293806,18.05667948919181,,,,
2023-07-29,30.714723045111672,18.2302113527792,,,,
2023-07-29,30.447415371221386,3.548680974195109,,,,
2023-07-30,30.37641674349516,17.730211352779193,,,,
2023-07-30,30.27666527828737,3.048680974195109,,,,
2023-07-31,30.883298485974787,17.92782542220416,,,,
2023-07-31,30.483899630413003,2.548680974195109,,,,
2023-08-01,30.57544214426428,18.08146001424192,,,,
2023-08-01,30.220281840523235,2.048680974195109,,,,
2023-08-02,30.48946874634718,17.581460014241916,,,,
2023-08-02,30.31586571094762,1.5486809741951095,,,,
2023-08-03,30.35106333265767,1.0486809741951095,,,,
2023-08-03,30.403238373989016,17.081460014241916,,,,
2023-08-04,30.38417173401337,0.5486809741951095,,,,
2023-08-04,30.404732445131653,16.581460014241916,,,,
2023-08-05,30.290850568134086,16.081460014241916,,,,
2023-08-05,30.27901696319132,0.0486809741951095,,,,
2023-08-06,30.53455719593892,16.229253899376047,,,,
2023-08-06,30.0794165413295,0.0,,,,
2023-08-07,30.20329875107956,0.0,,,,
2023-08-07,30.28673270532675,15.729253899376047,,,,
2023-08-08,30.21612864219738,0.0,,,,
2023-08-08,30.25220806678225,15.229253899376047,,,,
2023-08-09,30.25250699755087,0.0,,,,
2023-08-09,30.362256292509542,14.729253899376047,,,,
2023-08-10,30.30279527917148,0.0,,,,
2023-08-10,30.410479645582136,14.229253899376047,,,,
2023-08-11,30.11568403672892,13.729253899376047,,,,
2023-08-11,30.433671026367705,0.0,,,,
2023-08-12,30.336502715915884,13.229253899376047,,,,
2023-08-12,30.05333288464689,0.0,,,,
2023-08-13,30.18097387865532,0.0,,,,
2023-08-13,30.354148786019,12.729253899376047,,,,
2023-08-14,30.54883913516767,12.879088061542856,0.1366,0.131,0.105,0.1058
2023-08-14,30.21045410038701,0.0,0.1366,0.131,0.105,0.1058
2023-08-15,30.25674333898389,0.0,,,,
2023-08-15,30.39079124663421,12.379088061542856,,,,
2023-08-16,30.23650077791227,0.0,,,,
2023-08-16,30.26266824648681,11.879088061542856,,,,
2023-08-17,30.394988838297635,11.379088061542856,,,,
2023-08-17,30.3687123520914,0.0,,,,
2023-08-18,30.168011692273605,10.879088061542856,,,,
2023-08-18,30.14260022605034,0.0,,,,
2023-08-19,30.21785653915578,10.379088061542856,0.124,0.123,0.1192,0.0982
2023-08-19,30.21785653915578,10.379088061542856,0.1332,0.1276,0.1228,0.095
2023-08-19,30.18589599491117,0.0,0.124,0.123,0.1192,0.0982
2023-08-19,30.18589599491117,0.0,0.1332,0.1276,0.1228,0.095
2023-08-20,30.152056881862872,0.0,,,,
2023-08-20,30.37076524858609,9.879088061542856,,,,
2023-08-21,30.227408390141463,9.379088061542856,,,,
2023-08-21,30.12159786454786,0.0,,,,
2023-08-22,30.07011406000241,0.0,,,,
2023-08-22,30.24812892165708,8.879088061542857,,,,
2023-08-23,30.109212512554382,8.379088061542857,,,,
2023-08-23,30.12831961368311,0.0,,,,
2023-08-24,30.31224217483895,7.879088061542857,,,,
2023-08-24,30.0718217542103,0.0,,,,
2023-08-25,29.77952164181676,0.0,,,,
2023-08-25,30.0109154009086,7.379088061542857,,,,
2023-08-26,30.4230025909176,6.879088061542857,,,,
2023-08-26,30.04110174457124,0.0,,,,
2023-08-27,30.1363424475574,6.379088061542857,,,,
2023-08-27,29.99903390582632,0.0,,,,
2023-08-28,29.98428719505411,0.0,,,,
2023-08-28,30.01759501602619,5.879088061542857,,,,
2023-08-29,29.899449597491103,5.379088061542857,,,,
2023-08-29,30.131992924679185,0.0,,,,
2023-08-30,29.883631445665685,4.879088061542857,,,,
2023-08-30,30.08423985129508,0.0,,,,
2023-08-31,29.971718232733235,4.379088061542857,,,,
2023-08-31,30.12006623527289,0.0,,,,
2023-09-01,29.878126241181366,3.879088061542857,,,,
2023-09-01,29.972226320710348,0.0,,,,
2023-09-02,29.9430354418648,3.3790880615428573,,,,
2023-09-02,29.823913737525096,0.0,,,,
2023-09-03,29.8419477173052,0.0,,,,
2023-09-03,29.80322461019005,2.8790880615428573,,,,
2023-09-04,29.73451111487857,0.0,,,,
2023-09-04,29.826048461168515,2.3790880615428573,,,,
2023-09-05,29.74053907994268,0.0,,,,
2023-09-05,30.103480342324428,1.879088061542857,,,,
2023-09-06,29.74977236287152,0.0,,,,
2023-09-06,29.735573932190203,1.3790880615428571,,,,
2023-09-07,29.90961990182221,0.8790880615428573,,,,
2023-09-07,29.790195746348367,0.0,,,,
2023-09-08,29.67518037925161,0.3790880615428573,,,,
2023-09-08,29.68212669749649,0.0,,,,
2023-09-09,29.76726047563,0.0,,,,
2023-09-09,29.831458439030985,0.0,,,,
2023-09-10,29.58361813863353,0.0,,,,
2023-09-10,29.613613965866566,0.0,,,,
2023-09-11,29.598593573724205,0.0,,,,
2023-09-11,29.819428030262383,0.0,,,,
2023-09-12,29.651274402264256,0.0,,,,
2023-09-12,29.876373661479946,0.0,,,,
2023-09-13,29.58501143964655,0.0,0.1318,0.1278,0.1008,0.0896
2023-09-13,29.82217418587232,0.0,0.1318,0.1278,0.1008,0.0896
